representative_id,annotation_path,image_path,json_valid,parse_error,json_file_name,json_stem,source_file_name,original_major_category,original_middle_category,original_sub_category,original_food_name,product_name,food_code,view_group_code,cooking_style_code,situation_code,location_code,image_width,image_height,image_weight,serving_weight,nutrition_g,nutrition_energy,nutrition_cal,nutrition_sugar,nutrition_fat,nutrition_protein,nutrition_sodium,nutrition_cholesterol,restaurant_name,restaurant_addr,raw_json_key_count,image_file_name,image_extension,image_size_bytes,relative_annotation_path,relative_image_path,business_category,product_group,category_matched_keyword,category_mapping_status,quality_pass,quality_status,quality_reasons,quality_score,actual_width,actual_height,actual_file_size_bytes,blur_score,image_open_ok,image_exists,phash,hash_ok,hash_error,duplicate_group_id,duplicate_status,duplicate_keep,duplicate_reason,caption,caption_status,caption_error,prompt_keywords,caption_lighting,caption_composition,caption_camera_angle,ad_use_case,visual_style_hint,view_type,bbox_found,bbox_x,bbox_y,bbox_width,bbox_height,bbox_parse_error,bbox_ratio,bbox_center_x,bbox_center_y,normalized_center_distance,center_score,bbox_40_70_match,resolution_pixels,blur_score_normalized,resolution_score,bbox_range_score,representative_score,view_priority,bbox_priority,food_view_key,representative_selected,selection_rank_within_food_view
REP_000000,data\raw\annotations\VL1\B\11\B11001\05\정위\B_11_B11001_BLT샌드위치_05_10.json,data\raw\images\VS1\B\11\B11001\05\정위\B_11_B11001_BLT샌드위치_05_10.jpg,True,False,B_11_B11001_BLT샌드위치_05_10.json,B_11_B11001_BLT샌드위치_05_10,B_11_B11001_BLT샌드위치_05_10.jpg,,,,BLT샌드위치,BLT샌드위치,FC10S04,VG07,CS12,"[""SI06"", ""SI01""]",RC10,3024,3024,,219.0,219.0,548.96,50.647,0.465,31.985,14.881,1539.34,49.492,,,29,B_11_B11001_BLT샌드위치_05_10.jpg,.jpg,2998369,annotations\VL1\B\11\B11001\05\정위\B_11_B11001_BLT샌드위치_05_10.json,images\VS1\B\11\B11001\05\정위\B_11_B11001_BLT샌드위치_05_10.jpg,cafe,brunch,manual_cafe_brunch,matched_by_manual_rule,True,passed,,100.0,3024,3024,2998369,655.1339432870584,True,True,81d24f8f38dd7138,True,,,unique,True,,a sandwich on a plate,success,,"cafe, brunch, BLT샌드위치, FC10S04, a sandwich on a plate",natural_light,food_on_table,front_or_45_degree,cafe_menu_promotion,cafe_brunch,front,True,218.90909090909096,203.63636363636363,2487.7575757575755,2501.333333333333,,0.6804810796580343,1462.7878787878788,1454.30303030303,0.03546470327570148,0.9645352967242985,True,9144576,0.07249832255940468,0.5672892720306514,1.0,0.7389536443337681,2,2,BLT샌드위치__front,True,1
REP_000001,data\raw\annotations\VL1\B\11\B11001\05\측면\B_11_B11001_BLT샌드위치_05_08.json,data\raw\images\VS1\B\11\B11001\05\측면\B_11_B11001_BLT샌드위치_05_08.jpg,True,False,B_11_B11001_BLT샌드위치_05_08.json,B_11_B11001_BLT샌드위치_05_08,B_11_B11001_BLT샌드위치_05_08.jpg,,,,BLT샌드위치,BLT샌드위치,FC10S04,VG07,CS12,"[""SI06"", ""SI01""]",RC10,3024,3024,,219.0,219.0,548.96,50.647,0.465,31.985,14.881,1539.34,49.492,,,29,B_11_B11001_BLT샌드위치_05_08.jpg,.jpg,2877068,annotations\VL1\B\11\B11001\05\측면\B_11_B11001_BLT샌드위치_05_08.json,images\VS1\B\11\B11001\05\측면\B_11_B11001_BLT샌드위치_05_08.jpg,cafe,brunch,manual_cafe_brunch,matched_by_manual_rule,True,passed,,100.0,3024,3024,2877068,823.8484814111674,True,True,93112cee71397533,True,,,unique,True,,a sandwich on a plate,success,,"cafe, brunch, BLT샌드위치, FC10S04, a sandwich on a plate",natural_light,food_on_table,front_or_45_degree,cafe_menu_promotion,cafe_brunch,side,True,460.27058823529427,222.35294117647055,2121.247058823529,2561.5058823529416,,0.5941868512110727,1520.894117647059,1503.1058823529413,0.005882352941176459,0.9941176470588236,True,9144576,0.09453256328658025,0.5672892720306514,1.0,0.7522351975795607,2,2,BLT샌드위치__side,True,1
REP_000002,data\raw\annotations\VL1\B\12\B12001\27\정위\B_12_B12001_가리비초밥_27_10.json,data\raw\images\VS1\B\12\B12001\27\정위\B_12_B12001_가리비초밥_27_10.jpg,True,False,B_12_B12001_가리비초밥_27_10.json,B_12_B12001_가리비초밥_27_10,B_12_B12001_가리비초밥_27_10.jpg,,,,가리비초밥,가리비초밥,FC08S02,VG05,CS03,"[""SI01"", ""SI08""]",RC10,2992,2992,,193.0,193.0,381.12,67.812,4.89,1.81,19.741,1075.14,33.72,,,29,B_12_B12001_가리비초밥_27_10.jpg,.jpg,2181984,annotations\VL1\B\12\B12001\27\정위\B_12_B12001_가리비초밥_27_10.json,images\VS1\B\12\B12001\27\정위\B_12_B12001_가리비초밥_27_10.jpg,restaurant,japanese_food,manual_restaurant_japanese,matched_by_manual_rule,True,passed,,100.0,2992,2992,2181984,152.91406104721148,True,True,86ea38dce6738b44,True,,,unique,True,,a white plate with a banana on it,success,,"restaurant, japanese_food, 가리비초밥, FC08S02, a white plate with a banana on it",bright_light,food_on_table,front_or_45_degree,restaurant_menu_promotion,restaurant_japanese_food,front,True,467.0155440414506,465.0777202072537,2050.2176165803107,2069.595854922282,,0.47398252302075267,1492.124352331606,1499.8756476683948,0.0025906735751299705,0.99740932642487,True,8952064,0.006908042632809344,0.5472807577692635,1.0,0.7326965201194123,2,2,가리비초밥__front,True,1
REP_000003,data\raw\annotations\VL1\B\12\B12001\27\측면\B_12_B12001_가리비초밥_27_08.json,data\raw\images\VS1\B\12\B12001\27\측면\B_12_B12001_가리비초밥_27_08.jpg,True,False,B_12_B12001_가리비초밥_27_08.json,B_12_B12001_가리비초밥_27_08,B_12_B12001_가리비초밥_27_08.jpg,,,,가리비초밥,가리비초밥,FC08S02,VG05,CS03,"[""SI01"", ""SI08""]",RC10,2992,2992,,193.0,193.0,381.12,67.812,4.89,1.81,19.741,1075.14,33.72,,,29,B_12_B12001_가리비초밥_27_08.jpg,.jpg,1981523,annotations\VL1\B\12\B12001\27\측면\B_12_B12001_가리비초밥_27_08.json,images\VS1\B\12\B12001\27\측면\B_12_B12001_가리비초밥_27_08.jpg,restaurant,japanese_food,manual_restaurant_japanese,matched_by_manual_rule,True,passed,,100.0,2992,2992,1981523,109.07635902638535,True,True,87d23d18d7609b47,True,,,unique,True,,a white plate with a green rim,success,,"restaurant, japanese_food, 가리비초밥, FC08S02, a white plate with a green rim",bright_light,food_on_table,front_or_45_degree,restaurant_menu_promotion,restaurant_japanese_food,side,True,359.4757281553399,697.1650485436893,2263.365695792881,1600.0906148867318,,0.4045536546538057,1491.1585760517805,1497.2103559870552,0.0023587993102122504,0.9976412006897878,True,8952064,0.0011828070366776094,0.5472807577692635,1.0,0.7316210352796613,2,2,가리비초밥__side,True,1
REP_000004,data\raw\annotations\VL1\A\14\A14002\46\정위\A_14_A14002_가이 팟 퐁 커리_46_09.json,data\raw\images\VS1\A\14\A14002\46\정위\A_14_A14002_가이 팟 퐁 커리_46_09.jpg,True,False,A_14_A14002_가이 팟 퐁 커리_46_09.json,A_14_A14002_가이 팟 퐁 커리_46_09,A_14_A14002_가이 팟 퐁 커리_46_09.jpg,,,,가이 팟 퐁 커리,가이 팟 퐁 커리,FC03S03,VG06,CS04,"[""SI01"", ""SI02"", ""SI05"", ""SI08""]",RC10,2992,2992,,259.5,259.5,534.12,28.044,-99.0,40.36,16.824,1994.19,118.531,,,29,A_14_A14002_가이 팟 퐁 커리_46_09.jpg,.jpg,2649558,annotations\VL1\A\14\A14002\46\정위\A_14_A14002_가이 팟 퐁 커리_46_09.json,images\VS1\A\14\A14002\46\정위\A_14_A14002_가이 팟 퐁 커리_46_09.jpg,restaurant,delivery_food,manual_restaurant_asian_delivery,matched_by_manual_rule,True,passed,,100.0,2992,2992,2649558,194.50626186513963,True,True,d2a12df86693591d,True,,,unique,True,,a white container with food,success,,"restaurant, delivery_food, 가이 팟 퐁 커리, FC03S03, a white container with food",bright_light,single_food_centered,front_or_45_degree,restaurant_menu_promotion,restaurant_delivery_food,front,True,362.2792022792023,988.8091168091169,1794.347578347578,1287.156695156695,,0.2579970941794303,1259.4529914529912,1632.3874643874642,0.12906092966330085,0.8709390703366992,False,8952064,0.0123400141474461,0.5472807577692635,0.6449927354485756,0.5715892950028899,2,1,가이 팟 퐁 커리__front,True,1
REP_000005,data\raw\annotations\VL1\A\14\A14002\30\측면\A_14_A14002_가이 팟 퐁 커리_30_06.json,data\raw\images\VS1\A\14\A14002\30\측면\A_14_A14002_가이 팟 퐁 커리_30_06.jpg,True,False,A_14_A14002_가이 팟 퐁 커리_30_06.json,A_14_A14002_가이 팟 퐁 커리_30_06,A_14_A14002_가이 팟 퐁 커리_30_06.jpg,,,,가이 팟 퐁 커리,가이 팟 퐁 커리,FC03S03,VG06,CS04,"[""SI01"", ""SI02"", ""SI05"", ""SI08""]",RC10,2992,2992,399.0,259.5,259.5,534.12,28.044,-99.0,40.36,16.824,1994.19,118.531,타**쌀국수,서울시 강동,29,A_14_A14002_가이 팟 퐁 커리_30_06.jpg,.jpg,1753985,annotations\VL1\A\14\A14002\30\측면\A_14_A14002_가이 팟 퐁 커리_30_06.json,images\VS1\A\14\A14002\30\측면\A_14_A14002_가이 팟 퐁 커리_30_06.jpg,restaurant,delivery_food,manual_restaurant_asian_delivery,matched_by_manual_rule,True,passed,,100.0,2992,2992,1753985,117.20427142935013,True,True,b1c7921ccdb18c73,True,,,unique,True,,a black bowl of food,success,,"restaurant, delivery_food, 가이 팟 퐁 커리, FC03S03, a black bowl of food",natural_light,food_on_table,front_or_45_degree,restaurant_menu_promotion,restaurant_delivery_food,side,True,241.40915732350447,685.0555901778572,2467.9122497386334,1609.5079889599772,,0.4437104652074115,1475.3652821928213,1489.8095846578458,0.010182752584252799,0.9898172474157472,True,8952064,0.002244318276240017,0.5472807577692635,1.0,0.7294861515453616,2,2,가이 팟 퐁 커리__side,True,1
REP_000006,data\raw\annotations\VL1\A\13\A13001\11\정위\A_13_A13001_가자미구이_11_09.json,data\raw\images\VS1\A\13\A13001\11\정위\A_13_A13001_가자미구이_11_09.jpg,True,False,A_13_A13001_가자미구이_11_09.json,A_13_A13001_가자미구이_11_09,A_13_A13001_가자미구이_11_09.jpg,,,,가자미구이,가자미구이,FC03S02,VG05,CS01,"[""SI01""]",RC10,2992,2992,215.0,45.3,45.3,96.6,0.12,-99.0,6.48,8.84,192.791,0.0,박**네 삼전점,서울시 송파,29,A_13_A13001_가자미구이_11_09.jpg,.jpg,2522687,annotations\VL1\A\13\A13001\11\정위\A_13_A13001_가자미구이_11_09.json,images\VS1\A\13\A13001\11\정위\A_13_A13001_가자미구이_11_09.jpg,restaurant,korean_food,manual_restaurant_korean,matched_by_manual_rule,True,passed,,100.0,2992,2992,2522687,258.0505994940063,True,True,e360941d796e2735,True,,,unique,True,,a plate of food with a spoon and a fork,success,,"restaurant, korean_food, 가자미구이, FC03S02, a plate of food with a spoon and a fork",natural_light,food_on_table,front_or_45_degree,restaurant_menu_promotion,restaurant_korean_food,front,True,555.0376811594202,841.2289855072462,1972.985507246377,1964.3130434782615,,0.4329237555135477,1541.5304347826086,1823.385507246377,0.15623295958329494,0.843767040416705,True,8952064,0.020638950609776305,0.5472807577692635,1.0,0.6893500159123562,2,2,가자미구이__front,True,1
REP_000007,data\raw\annotations\VL1\A\13\A13001\02\측면\A_13_A13001_가자미구이_02_08.json,data\raw\images\VS1\A\13\A13001\02\측면\A_13_A13001_가자미구이_02_08.jpg,True,False,A_13_A13001_가자미구이_02_08.json,A_13_A13001_가자미구이_02_08,A_13_A13001_가자미구이_02_08.jpg,,,,가자미구이,가자미구이,FC03S02,VG05,CS01,"[""SI01""]",RC10,2992,2992,75.0,45.3,45.3,96.6,0.12,-99.0,6.48,8.84,192.791,0.0,해**,서울시 강동,29,A_13_A13001_가자미구이_02_08.jpg,.jpg,3621033,annotations\VL1\A\13\A13001\02\측면\A_13_A13001_가자미구이_02_08.json,images\VS1\A\13\A13001\02\측면\A_13_A13001_가자미구이_02_08.jpg,restaurant,korean_food,manual_restaurant_korean,matched_by_manual_rule,True,passed,,100.0,2992,2992,3621033,613.7168212603731,True,True,87301db360b74f53,True,,,unique,True,,a bowl of food on a table with a napkin,success,,"restaurant, korean_food, 가자미구이, FC03S02, a bowl of food on a table with a napkin",natural_light,food_on_table,front_or_45_degree,restaurant_menu_promotion,restaurant_korean_food,side,True,971.9867403314917,1031.4961325966851,1279.4519337016575,1233.1668508287291,,0.17624736729648055,1611.7127071823204,1648.0795580110498,0.0903243107964014,0.9096756892035986,False,8952064,0.0670892164615563,0.5472807577692635,0.4406184182412014,0.5226291101032009,2,1,가자미구이__side,True,1
REP_000008,data\raw\annotations\VL1\A\14\A14003\47\정위\A_14_A14003_가지만두_47_10.json,data\raw\images\VS1\A\14\A14003\47\정위\A_14_A14003_가지만두_47_10.jpg,True,False,A_14_A14003_가지만두_47_10.json,A_14_A14003_가지만두_47_10,A_14_A14003_가지만두_47_10.jpg,,,,가지만두,가지만두,FC07S04,VG07,CS02,"[""SI01""]",RC10,2992,2992,310.0,144.5,144.5,95.47,6.213,-99.0,4.697,7.719,354.75,12.0,하*****,서울시 마포구,29,A_14_A14003_가지만두_47_10.jpg,.jpg,2465870,annotations\VL1\A\14\A14003\47\정위\A_14_A14003_가지만두_47_10.json,images\VS1\A\14\A14003\47\정위\A_14_A14003_가지만두_47_10.jpg,restaurant,chinese_food,manual_restaurant_chinese,matched_by_manual_rule,True,passed,,100.0,2992,2992,2465870,151.4736285446162,True,True,93f04ccd353d4372,True,,,unique,True,,a bowl of food with a spoon on a table,success,,"restaurant, chinese_food, 가지만두, FC07S04, a bowl of food with a spoon on a table",natural_light,food_on_table,front_or_45_degree,restaurant_menu_promotion,restaurant_chinese_food,front,True,560.0521361332368,680.2954380883418,1876.2288196958727,1425.5872556118754,,0.2987833748697672,1498.1665459811732,1393.0890658942794,0.04865317090671231,0.9513468290932877,False,8952064,0.0067199211059609295,0.5472807577692635,0.746958437174418,0.6302755996256143,2,1,가지만두__front,True,1
REP_000009,data\raw\annotations\VL1\A\14\A14003\47\측면\A_14_A14003_가지만두_47_01.json,data\raw\images\VS1\A\14\A14003\47\측면\A_14_A14003_가지만두_47_01.jpg,True,False,A_14_A14003_가지만두_47_01.json,A_14_A14003_가지만두_47_01,A_14_A14003_가지만두_47_01.jpg,,,,가지만두,가지만두,FC07S04,VG07,CS02,"[""SI01""]",RC10,2992,2992,310.0,144.5,144.5,95.47,6.213,-99.0,4.697,7.719,354.75,12.0,하*****,서울시 마포구,29,A_14_A14003_가지만두_47_01.jpg,.jpg,2754959,annotations\VL1\A\14\A14003\47\측면\A_14_A14003_가지만두_47_01.json,images\VS1\A\14\A14003\47\측면\A_14_A14003_가지만두_47_01.jpg,restaurant,chinese_food,manual_restaurant_chinese,matched_by_manual_rule,True,passed,,100.0,2992,2992,2754959,339.6500851785241,True,True,c3945c6b79ceb08c,True,,,unique,True,,a white bowl with food,success,,"restaurant, chinese_food, 가지만두, FC07S04, a white bowl with food",bright_light,food_on_table,front_or_45_degree,restaurant_menu_promotion,restaurant_chinese_food,side,True,135.25553707359896,755.3758992828444,2123.03215708318,1234.8248260585851,,0.29284562912944107,1196.7716156151891,1372.788312312137,0.1529556856323742,0.8470443143676258,False,8952064,0.03129590246927615,0.5472807577692635,0.7321140728236026,0.5987045139577933,2,1,가지만두__side,True,1
